usercode,created,timestamp,answers,version,mode,key,wordNum,randomImage_idx
O3YL8D4T,2015-03-09T04:08:43,"[""2015-03-09T04:00:22.146Z"",""2015-03-09T04:02:01.990Z"",""2015-03-09T04:03:32.684Z"",""2015-03-09T04:04:47.087Z"",""2015-03-09T04:06:43.499Z"",""2015-03-09T04:08:43.509Z""]","[{""topicIndex"":""1"",""mode"":""histogram"",""short"":""State Health care "",""long"":""How is health care affecting our taxes this year."",""conf"":""2"",""duration"":99.844},{""topicIndex"":""0"",""mode"":""histogram"",""short"":""smoking in heat"",""long"":""How heat affects smokers."",""conf"":""1"",""duration"":90.694},{""topicIndex"":""3"",""mode"":""histogram"",""short"":""catholic church issues"",""long"":""How the catholic church reverend is in trouble."",""conf"":""2"",""duration"":74.403},{""topicIndex"":""2"",""mode"":""histogram"",""short"":""millions television series"",""long"":""millions watch tv news series"",""conf"":""2"",""duration"":116.412},{""topicIndex"":""9"",""mode"":""histogram"",""short"":""world ski mountain"",""long"":""How the world views people who ski across the skates"",""conf"":""2"",""duration"":120.01}]",4,histogram,4503925508014080,5,1
X13QUNZT,2015-03-05T21:51:23,"[""2015-03-05T21:49:25.310Z"",""2015-03-05T21:49:51.027Z"",""2015-03-05T21:50:13.604Z"",""2015-03-05T21:50:30.522Z"",""2015-03-05T21:50:46.993Z"",""2015-03-05T21:51:09.222Z""]","[{""topicIndex"":""24"",""mode"":""wordcloud"",""short"":""Football game"",""long"":""This seems the superbowl."",""conf"":""4"",""duration"":25.717},{""topicIndex"":""8"",""mode"":""wordcloud"",""short"":""Payroll"",""long"":""This is a payroll company."",""conf"":""3"",""duration"":22.577},{""topicIndex"":""2"",""mode"":""wordcloud"",""short"":""News"",""long"":""This is how we receive news."",""conf"":""4"",""duration"":16.918},{""topicIndex"":""17"",""mode"":""wordcloud"",""short"":""Judicial System"",""long"":""This is the judicial system."",""conf"":""4"",""duration"":16.471},{""topicIndex"":""47"",""mode"":""wordcloud"",""short"":""Government"",""long"":""These are issues our government deals with."",""conf"":""4"",""duration"":22.229}]",4,wordcloud,4511228563030016,20,2
JWNM29BB,2015-03-03T02:38:06,"[""2015-03-03T02:35:45.520Z"",""2015-03-03T02:36:23.381Z"",""2015-03-03T02:36:53.810Z"",""2015-03-03T02:37:17.010Z"",""2015-03-03T02:37:45.585Z"",""2015-03-03T02:38:08.249Z"",""2015-03-03T02:38:10.546Z""]","[{""topicIndex"":""46"",""mode"":""histogram"",""short"":""address"",""long"":""the address of a fre arts center"",""conf"":""4"",""duration"":37.861},{""topicIndex"":""8"",""mode"":""histogram"",""short"":""time"",""long"":""amount of time the market has geown each year"",""conf"":""3"",""duration"":30.429},{""topicIndex"":""38"",""mode"":""histogram"",""short"":""tennis"",""long"":""us open final winner serena williams"",""conf"":""4"",""duration"":23.2},{""topicIndex"":""43"",""mode"":""histogram"",""short"":""family"",""long"":""youg women and men and children"",""conf"":""4"",""duration"":28.575},{""topicIndex"":""17"",""mode"":""histogram"",""short"":""court case"",""long"":""federal court cse with a judge"",""conf"":""4"",""duration"":22.664}]",4,histogram,4512162986852352,5,1
T0OC8ISM,2015-03-03T07:22:32,"[""2015-03-03T07:17:11.419Z"",""2015-03-03T07:19:00.425Z"",""2015-03-03T07:19:47.562Z"",""2015-03-03T07:20:58.219Z"",""2015-03-03T07:21:38.762Z"",""2015-03-03T07:22:30.233Z""]","[{""topicIndex"":""32"",""mode"":""histogram"",""short"":""War Novel"",""long"":""An excerpt about a soldier or an author who wrote a war novel."",""conf"":""4"",""duration"":109.006},{""topicIndex"":""31"",""mode"":""histogram"",""short"":""Restaurant review"",""long"":""A review for a local restaurant."",""conf"":""3"",""duration"":47.137},{""topicIndex"":""27"",""mode"":""histogram"",""short"":""Foreign clothing design"",""long"":""An article about various styles of clothing around the world."",""conf"":""4"",""duration"":70.657},{""topicIndex"":""14"",""mode"":""histogram"",""short"":""Healthcare "",""long"":""Its about a local hospital."",""conf"":""4"",""duration"":40.543},{""topicIndex"":""0"",""mode"":""histogram"",""short"":""Healthcare"",""long"":""Negative effects of certain foods and habits."",""conf"":""3"",""duration"":51.471}]",4,histogram,4517085824679936,20,4
7WHJILBZ,2015-03-05T15:51:01,"[""2015-03-05T15:46:27.217Z"",""2015-03-05T15:47:24.474Z"",""2015-03-05T15:47:58.514Z"",""2015-03-05T15:48:27.794Z"",""2015-03-05T15:49:44.027Z"",""2015-03-05T15:50:47.136Z""]","[{""topicIndex"":""20"",""mode"":""wordcloud"",""short"":""government"",""long"":""words used to describe state or city government"",""conf"":""4"",""duration"":57.257},{""topicIndex"":""12"",""mode"":""wordcloud"",""short"":""technology"",""long"":""words used to describe companies that operate on the web"",""conf"":""3"",""duration"":34.04},{""topicIndex"":""5"",""mode"":""wordcloud"",""short"":""tourism"",""long"":""Words used to describe a night on the town."",""conf"":""4"",""duration"":29.28},{""topicIndex"":""4"",""mode"":""wordcloud"",""short"":""Newyork"",""long"":""words describing watching theater in New York"",""conf"":""4"",""duration"":76.233},{""topicIndex"":""22"",""mode"":""wordcloud"",""short"":""home life"",""long"":""words used to describe home life"",""conf"":""4"",""duration"":63.109}]",4,wordcloud,4518931318439936,10,2
6B754Z6W,2015-03-05T18:23:21,"[""2015-03-05T18:21:11.082Z"",""2015-03-05T18:21:32.038Z"",""2015-03-05T18:22:06.709Z"",""2015-03-05T18:22:23.188Z"",""2015-03-05T18:22:47.325Z"",""2015-03-05T18:23:20.934Z""]","[{""topicIndex"":""11"",""mode"":""wordcloud"",""short"":""opinions"",""long"":""I have no idea!"",""conf"":""1"",""duration"":20.956},{""topicIndex"":""18"",""mode"":""wordcloud"",""short"":""California"",""long"":""Something having to do with California"",""conf"":""3"",""duration"":34.671},{""topicIndex"":""21"",""mode"":""wordcloud"",""short"":""news"",""long"":""What is being said in the news."",""conf"":""3"",""duration"":16.479},{""topicIndex"":""14"",""mode"":""wordcloud"",""short"":""health"",""long"":""Drugs to treat medical conditions"",""conf"":""3"",""duration"":24.137},{""topicIndex"":""19"",""mode"":""wordcloud"",""short"":""books"",""long"":""Historical biography review"",""conf"":""3"",""duration"":33.609}]",4,wordcloud,4520786744311808,5,4
2YABPVND,2015-03-03T12:46:40,"[""2015-03-03T12:44:47.297Z"",""2015-03-03T12:45:20.785Z"",""2015-03-03T12:45:39.730Z"",""2015-03-03T12:46:01.086Z"",""2015-03-03T12:46:16.627Z"",""2015-03-03T12:46:37.562Z""]","[{""topicIndex"":""42"",""mode"":""word"",""short"":""Death of spouse"",""long"":""It is about the death of someone and his wife"",""conf"":""4"",""duration"":33.488},{""topicIndex"":""45"",""mode"":""word"",""short"":"" Car article"",""long"":""Descriptions of cars"",""conf"":""3"",""duration"":18.945},{""topicIndex"":""15"",""mode"":""word"",""short"":""Art exhibit"",""long"":""An exhibition of some art and films"",""conf"":""4"",""duration"":21.356},{""topicIndex"":""36"",""mode"":""word"",""short"":""New park"",""long"":""The town is building a new park"",""conf"":""2"",""duration"":15.541},{""topicIndex"":""7"",""mode"":""word"",""short"":""House building"",""long"":""A house is being built"",""conf"":""2"",""duration"":20.935}]",4,word,4521410588311552,5,1
AYZIG0UZ,2015-03-04T16:37:39,"[""2015-03-04T16:32:09.884Z"",""2015-03-04T16:33:03.146Z"",""2015-03-04T16:34:59.221Z"",""2015-03-04T16:36:39.561Z"",""2015-03-04T16:37:10.008Z"",""2015-03-04T16:37:39.179Z""]","[{""topicIndex"":""3"",""mode"":""histogram"",""short"":""Religious Views"",""long"":""Discussion of religious views and the differences between them"",""conf"":""4"",""duration"":53.262},{""topicIndex"":""15"",""mode"":""histogram"",""short"":""Film and Entertainment"",""long"":""Discussion of a documentary and the people and places involved"",""conf"":""2"",""duration"":116.075},{""topicIndex"":""36"",""mode"":""histogram"",""short"":""Construction"",""long"":""New York City Landscape and construction"",""conf"":""3"",""duration"":100.34},{""topicIndex"":""48"",""mode"":""histogram"",""short"":""Baseball League"",""long"":""MLB Baseball Discussion of contracts"",""conf"":""4"",""duration"":30.447},{""topicIndex"":""4"",""mode"":""histogram"",""short"":""New York City"",""long"":""New York City shows and neighborhoods"",""conf"":""4"",""duration"":29.171}]",4,histogram,4524601212141568,20,2
DZQO8686,2015-03-03T07:39:36,"[""2015-03-03T07:36:34.559Z"",""2015-03-03T07:37:14.528Z"",""2015-03-03T07:37:58.526Z"",""2015-03-03T07:38:24.192Z"",""2015-03-03T07:38:39.330Z"",""2015-03-03T07:38:58.587Z""]","[{""topicIndex"":""33"",""mode"":""histogram"",""short"":""People Like things"",""long"":""People like things that are better as they age."",""conf"":""4"",""duration"":39.969},{""topicIndex"":""18"",""mode"":""histogram"",""short"":""California City"",""long"":""The terms of San Francisco and Los Angeles"",""conf"":""5"",""duration"":43.998},{""topicIndex"":""2"",""mode"":""histogram"",""short"":""News Series"",""long"":""A news series that is on television and the radio with a million viewers."",""conf"":""4"",""duration"":25.666},{""topicIndex"":""45"",""mode"":""histogram"",""short"":""Ford Car"",""long"":""The For automobile."",""conf"":""4"",""duration"":15.138},{""topicIndex"":""43"",""mode"":""histogram"",""short"":""People"",""long"":""Men, Women, and young children."",""conf"":""4"",""duration"":19.257}]",4,histogram,4528339175866368,5,1
GOTDL79X,2015-03-03T04:38:40,"[""2015-03-03T04:35:02.586Z"",""2015-03-03T04:35:50.848Z"",""2015-03-03T04:36:37.989Z"",""2015-03-03T04:37:12.788Z"",""2015-03-03T04:37:59.209Z"",""2015-03-03T04:38:40.993Z""]","[{""topicIndex"":""26"",""mode"":""word"",""short"":""Jazz music"",""long"":""Jazz songs are music that are recorded on albums."",""conf"":""5"",""duration"":48.262},{""topicIndex"":""2"",""mode"":""word"",""short"":""Newscasts are prevalent "",""long"":""There are a million types of getting the news now, including on TV and the radio"",""conf"":""4"",""duration"":47.141},{""topicIndex"":""44"",""mode"":""word"",""short"":""Performing arts"",""long"":""Dancing and singing performing arts are performed in a theater"",""conf"":""4"",""duration"":34.799},{""topicIndex"":""21"",""mode"":""word"",""short"":""Public opinions"",""long"":""Public opinions are not always news or focused on the issues"",""conf"":""3"",""duration"":46.421},{""topicIndex"":""34"",""mode"":""word"",""short"":""Snowfall on trees"",""long"":""Snow melts off of trees when it gets warmer in the winter"",""conf"":""5"",""duration"":41.784}]",4,word,4528935371014144,5,5
CXVD4WUI,2015-03-09T04:56:03,"[""2015-03-09T04:50:19.486Z"",""2015-03-09T04:51:49.686Z"",""2015-03-09T04:52:26.611Z"",""2015-03-09T04:54:27.702Z"",""2015-03-09T04:55:15.515Z"",""2015-03-09T04:55:59.284Z""]","[{""topicIndex"":""1"",""mode"":""histogram"",""short"":""Health Care"",""long"":""Eliot Soitzer's view on state run health care"",""conf"":""4"",""duration"":90.2},{""topicIndex"":""0"",""mode"":""histogram"",""short"":""Advertisment"",""long"":""Fish oil and its health benefits"",""conf"":""1"",""duration"":36.925},{""topicIndex"":""3"",""mode"":""histogram"",""short"":""Religion"",""long"":""The Catholic Church's view through their preists "",""conf"":""2"",""duration"":121.091},{""topicIndex"":""2"",""mode"":""histogram"",""short"":""Media"",""long"":""The news on TV and other popular shows"",""conf"":""4"",""duration"":47.813},{""topicIndex"":""9"",""mode"":""histogram"",""short"":""Winter sports"",""long"":""Exanples of winter sports and props needed for ths sports"",""conf"":""3"",""duration"":43.769}]",4,histogram,4530097696538624,5,3
OTVGSWNL,2015-03-03T07:24:47,"[""2015-03-03T07:14:50.586Z"",""2015-03-03T07:17:09.760Z"",""2015-03-03T07:18:43.128Z"",""2015-03-03T07:20:03.514Z"",""2015-03-03T07:21:04.728Z"",""2015-03-03T07:21:43.802Z""]","[{""topicIndex"":""19"",""mode"":""histogram"",""short"":""Biographical book review"",""long"":""It's a review of a book about someone's life during a war."",""conf"":""3"",""duration"":139.174},{""topicIndex"":""27"",""mode"":""histogram"",""short"":""Clothing line"",""long"":""It's an Indian fashion designer's clothing line on display."",""conf"":""4"",""duration"":93.368},{""topicIndex"":""44"",""mode"":""histogram"",""short"":""art"",""long"":""A variety of art that can include performances in theater or music."",""conf"":""3"",""duration"":80.386},{""topicIndex"":""12"",""mode"":""histogram"",""short"":""information"",""long"":""Information that is exchanged between people through media."",""conf"":""4"",""duration"":61.214},{""topicIndex"":""8"",""mode"":""histogram"",""short"":""rate"",""long"":""Rate of increase or decrease of numbers over a period of time."",""conf"":""4"",""duration"":39.074}]",4,histogram,4542193398185984,10,5
H40KBT31,2015-03-05T16:45:41,"[""2015-03-05T16:41:54.589Z"",""2015-03-05T16:43:38.187Z"",""2015-03-05T16:44:43.656Z"",""2015-03-05T16:45:23.158Z"",""2015-03-05T16:46:12.234Z"",""2015-03-05T16:46:48.499Z""]","[{""topicIndex"":""24"",""mode"":""word"",""short"":""Professional Football"",""long"":""These are words that associate with professional football."",""conf"":""4"",""duration"":103.598},{""topicIndex"":""1"",""mode"":""word"",""short"":""NY Health Coverage"",""long"":""These are terms related to New York Heath Coverage."",""conf"":""3"",""duration"":65.469},{""topicIndex"":""30"",""mode"":""word"",""short"":""Middle East Conflict"",""long"":""These are words associated with the Iraqi war."",""conf"":""4"",""duration"":39.502},{""topicIndex"":""19"",""mode"":""word"",""short"":""English History Books"",""long"":""These words describe english history books."",""conf"":""3"",""duration"":49.076},{""topicIndex"":""11"",""mode"":""word"",""short"":""Look at me"",""long"":""The are look what I got random words babbled by a child."",""conf"":""5"",""duration"":36.265}]",4,word,4548858650558464,20,5
JCZ0J5HH,2015-03-06T09:08:06,"[""2015-03-06T09:03:40.703Z"",""2015-03-06T09:04:35.921Z"",""2015-03-06T09:05:38.131Z"",""2015-03-06T09:06:34.440Z"",""2015-03-06T09:07:11.995Z"",""2015-03-06T09:08:05.277Z""]","[{""topicIndex"":""1"",""mode"":""histogram"",""short"":""state health insurance"",""long"":""Governor Spitzer is deciding with the legislature on how the state health insurance policies can be worked out."",""conf"":""5"",""duration"":55.218},{""topicIndex"":""33"",""mode"":""histogram"",""short"":""better social skills"",""long"":""Over the years, people like social interaction better, and feel even better when they do good work."",""conf"":""4"",""duration"":62.21},{""topicIndex"":""19"",""mode"":""histogram"",""short"":""world history books"",""long"":""Review world history books tells a story, no, a novel, about war and how we should review our future course in life."",""conf"":""4"",""duration"":56.309},{""topicIndex"":""21"",""mode"":""histogram"",""short"":""Public Issue Questions"",""long"":""Recent questions from the public made the news, saying enough to justify an article."",""conf"":""3"",""duration"":37.555},{""topicIndex"":""18"",""mode"":""histogram"",""short"":""Coach Contract Terms"",""long"":""The coach, a resident of California and formerly of San Francisco and Los Angeles, is negotiating the terms of his new contract."",""conf"":""3"",""duration"":53.282}]",4,histogram,4551229472505856,10,1
456LYYCF,2015-03-03T06:15:41,"[""2015-03-03T06:13:15.427Z"",""2015-03-03T06:13:42.483Z"",""2015-03-03T06:14:13.649Z"",""2015-03-03T06:14:46.376Z"",""2015-03-03T06:15:15.330Z"",""2015-03-03T06:15:39.966Z""]","[{""topicIndex"":""24"",""mode"":""histogram"",""short"":""Football Teams."",""long"":""Various teams that play in the NFL."",""conf"":""4"",""duration"":27.056},{""topicIndex"":""47"",""mode"":""histogram"",""short"":""Federal government."",""long"":""Different topics discussed by various sectors of the United States Government."",""conf"":""4"",""duration"":31.166},{""topicIndex"":""30"",""mode"":""histogram"",""short"":""US Iraq War"",""long"":""The conflict between the United States of America and Iraq."",""conf"":""4"",""duration"":32.727},{""topicIndex"":""42"",""mode"":""histogram"",""short"":""Funeral."",""long"":""The ceremony before burial of a person."",""conf"":""4"",""duration"":28.954},{""topicIndex"":""48"",""mode"":""histogram"",""short"":""Baseball Teams"",""long"":""Various baseball teams of the MLB"",""conf"":""4"",""duration"":24.636}]",4,histogram,4556187206942720,20,1
06VURF6S,2015-03-03T02:47:34,"[""2015-03-03T02:43:52.822Z"",""2015-03-03T02:45:11.318Z"",""2015-03-03T02:45:39.557Z"",""2015-03-03T02:45:59.063Z"",""2015-03-03T02:46:19.172Z"",""2015-03-03T02:46:39.581Z"",""2015-03-03T02:46:47.751Z"",""2015-03-03T02:46:52.530Z"",""2015-03-03T02:47:01.649Z"",""2015-03-03T02:47:16.944Z"",""2015-03-03T02:47:39.560Z"",""2015-03-03T02:47:42.441Z"",""2015-03-03T02:47:44.097Z"",""2015-03-03T02:47:45.337Z"",""2015-03-03T02:47:45.580Z""]","[{""topicIndex"":""39"",""mode"":""word"",""short"":""environmental"",""long"":""These words represent environmental things."",""conf"":""2"",""duration"":78.496},{""topicIndex"":""27"",""mode"":""word"",""short"":""fashion"",""long"":""These words have to do with the fashion industry."",""conf"":""2"",""duration"":28.239},{""topicIndex"":""43"",""mode"":""word"",""short"":""family"",""long"":""These words have to do with families."",""conf"":""3"",""duration"":19.506},{""topicIndex"":""35"",""mode"":""word"",""short"":""business"",""long"":""These words have to do with corporate business."",""conf"":""4"",""duration"":20.109},{""topicIndex"":""14"",""mode"":""word"",""short"":""health care"",""long"":""These words have to do with health care industry."",""conf"":""4"",""duration"":20.409}]",4,word,4558153765093376,10,5
9N0AG0GJ,2015-03-05T15:38:37,"[""2015-03-05T15:34:10.472Z"",""2015-03-05T15:35:41.172Z"",""2015-03-05T15:36:36.233Z"",""2015-03-05T15:37:25.789Z"",""2015-03-05T15:38:05.199Z"",""2015-03-05T15:38:37.930Z""]","[{""topicIndex"":""19"",""mode"":""topic-in-a-box"",""short"":""Sports"",""long"":""It involves some kind of sports event like between two teams represented by their cities. "",""conf"":""4"",""duration"":90.7},{""topicIndex"":""1"",""mode"":""topic-in-a-box"",""short"":""Dog health"",""long"":""Dog health including food and ingredients."",""conf"":""3"",""duration"":55.061},{""topicIndex"":""5"",""mode"":""topic-in-a-box"",""short"":""Theater event"",""long"":""A theater event involving a location is to be at a location."",""conf"":""4"",""duration"":49.556},{""topicIndex"":""29"",""mode"":""topic-in-a-box"",""short"":""International trade "",""long"":""International trade with countries involving nuclear aspects."",""conf"":""4"",""duration"":39.41},{""topicIndex"":""7"",""mode"":""topic-in-a-box"",""short"":""Bush sending troops"",""long"":""Bush sending troops  to the war in iraq"",""conf"":""4"",""duration"":32.731}]",4,topic-in-a-box,4562264317231104,10,5
7EKG0UUJ,2015-03-05T15:08:37,"[""2015-03-05T15:05:10.780Z"",""2015-03-05T15:05:49.937Z"",""2015-03-05T15:06:45.078Z"",""2015-03-05T15:07:17.246Z"",""2015-03-05T15:07:53.586Z"",""2015-03-05T15:08:38.253Z""]","[{""topicIndex"":""25"",""mode"":""histogram"",""short"":""Post Educations"",""long"":""Students picking there schools "",""conf"":""4"",""duration"":39.157},{""topicIndex"":""27"",""mode"":""histogram"",""short"":""Fashion Design"",""long"":""Fashion is being directing on an Indian trend."",""conf"":""4"",""duration"":55.141},{""topicIndex"":""43"",""mode"":""histogram"",""short"":""Woman Dynamics"",""long"":""THe woman are having young chidren"",""conf"":""4"",""duration"":32.168},{""topicIndex"":""40"",""mode"":""histogram"",""short"":""Basketball game"",""long"":""Description of a basketball game."",""conf"":""4"",""duration"":36.34},{""topicIndex"":""30"",""mode"":""histogram"",""short"":""US Foregin Policy"",""long"":""The american government is helping the Iraqui's."",""conf"":""4"",""duration"":44.667}]",4,histogram,4564767209422848,5,5
31Q82D58,2015-03-05T18:24:50,"[""2015-03-05T18:21:08.008Z"",""2015-03-05T18:22:21.714Z"",""2015-03-05T18:22:52.816Z"",""2015-03-05T18:23:32.380Z"",""2015-03-05T18:24:08.205Z"",""2015-03-05T18:24:49.805Z""]","[{""topicIndex"":""46"",""mode"":""word"",""short"":""street fair"",""long"":""A street/culture fair is happening on weekends, with music and art from the community."",""conf"":""4"",""duration"":73.706},{""topicIndex"":""33"",""mode"":""word"",""short"":""social acceptance"",""long"":""Study on what makes a person more likable."",""conf"":""3"",""duration"":31.102},{""topicIndex"":""2"",""mode"":""word"",""short"":""tv ratings"",""long"":""Article on ratings about Fox networks"",""conf"":""4"",""duration"":39.564},{""topicIndex"":""9"",""mode"":""word"",""short"":""Olympic games"",""long"":""Sporting news, ranging from summer to winter olympics"",""conf"":""4"",""duration"":35.825},{""topicIndex"":""19"",""mode"":""word"",""short"":""book review"",""long"":""This article is about book reviews, specifically about a war novel."",""conf"":""4"",""duration"":41.6}]",4,word,4568934133006336,20,3
R7JXM81K,2015-03-05T17:20:12,"[""2015-03-05T17:14:31.676Z"",""2015-03-05T17:15:37.736Z"",""2015-03-05T17:18:32.898Z"",""2015-03-05T17:19:00.392Z"",""2015-03-05T17:19:35.072Z"",""2015-03-05T17:20:10.064Z""]","[{""topicIndex"":""26"",""mode"":""word"",""short"":""Creating Jazz Album"",""long"":""The concept shows the steps of creating a jazz album."",""conf"":""4"",""duration"":66.06},{""topicIndex"":""38"",""mode"":""word"",""short"":""Tennis Game"",""long"":""The concept is of one of the William's sisters competing in a tennis match."",""conf"":""5"",""duration"":175.162},{""topicIndex"":""22"",""mode"":""word"",""short"":""Family"",""long"":""The concept is of where a family is located and who makes up a family."",""conf"":""5"",""duration"":27.494},{""topicIndex"":""3"",""mode"":""word"",""short"":""Religion"",""long"":""The concept is of various religions that are practiced in a church."",""conf"":""5"",""duration"":34.68},{""topicIndex"":""40"",""mode"":""word"",""short"":""Basketball Terms"",""long"":""The concept is of terms that are used to describe basketball games."",""conf"":""5"",""duration"":34.992}]",4,word,4573282787393536,5,4
FVU9OAF3,2015-03-03T02:46:45,"[""2015-03-03T02:39:00.044Z"",""2015-03-03T02:40:45.936Z"",""2015-03-03T02:42:10.011Z"",""2015-03-03T02:43:33.704Z"",""2015-03-03T02:44:38.750Z"",""2015-03-03T02:46:32.044Z"",""2015-03-03T02:46:37.954Z"",""2015-03-03T02:46:41.906Z"",""2015-03-03T02:46:42.554Z"",""2015-03-03T02:46:42.769Z"",""2015-03-03T02:46:42.954Z""]","[{""topicIndex"":""19"",""mode"":""word"",""short"":""Newspaper Book Review"",""long"":""His life history is to review books."",""conf"":""4"",""duration"":105.892},{""topicIndex"":""32"",""mode"":""word"",""short"":""Obituary of Martin"",""long"":""Martin wrote his wife of 50 years died."",""conf"":""5"",""duration"":84.075},{""topicIndex"":""27"",""mode"":""word"",""short"":""Collecting Indian Fashion"",""long"":""I like the Indian design in the fashion collection."",""conf"":""5"",""duration"":83.693},{""topicIndex"":""38"",""mode"":""word"",""short"":""Williams win Open"",""long"":""Williams won the tennis open in the final second."",""conf"":""5"",""duration"":65.046},{""topicIndex"":""23"",""mode"":""word"",""short"":""Board President Family"",""long"":""The Board President lost a family and friend due to death."",""conf"":""4"",""duration"":113.294}]",4,word,4577377770274816,5,4
39KDLDUX,2015-03-04T02:26:46,"[""2015-03-04T02:22:15.010Z"",""2015-03-04T02:23:18.351Z"",""2015-03-04T02:23:56.255Z"",""2015-03-04T02:24:37.762Z"",""2015-03-04T02:25:23.392Z"",""2015-03-04T02:26:32.384Z"",""2015-03-04T02:26:36.973Z"",""2015-03-04T02:26:46.832Z""]","[{""topicIndex"":""23"",""mode"":""word"",""short"":""AN OBITUARY"",""long"":""I BELIEVE THIS IS SOMETHING SOMEONE WROTE ABOUT SOMEONE WHO PASSES WHO IS CLOSE TO THEM"",""conf"":""4"",""duration"":63.341},{""topicIndex"":""3"",""mode"":""word"",""short"":""RELIGION"",""long"":""THE CONCEPT OF DIFFERENT RELIGIONS AND HOW THEY ARE PRACTICED"",""conf"":""3"",""duration"":37.904},{""topicIndex"":""44"",""mode"":""word"",""short"":""ARTS "",""long"":""THIS WOULD BE AN ART SECTION WHERE SOMEONE WAS REVIEWING DIFFERENT PERFORMING ARTS"",""conf"":""4"",""duration"":41.507},{""topicIndex"":""36"",""mode"":""word"",""short"":""BUILDING CONSTRUCTION"",""long"":""A NEW PROJECT THAT WAS BEING BUILT"",""conf"":""3"",""duration"":45.63},{""topicIndex"":""21"",""mode"":""word"",""short"":""PEOPLES OPINIONS"",""long"":""WHERE A REPORTER MAY HAVE ASKED LOCALS FOR THEIR OPINION ON CERTAIN TOPICS"",""conf"":""4"",""duration"":68.992}]",4,word,4577609430073344,20,2
DSEU7SUD,2015-03-05T15:16:11,"[""2015-03-05T15:14:14.665Z"",""2015-03-05T15:14:29.352Z"",""2015-03-05T15:15:06.296Z"",""2015-03-05T15:15:22.799Z"",""2015-03-05T15:15:45.578Z"",""2015-03-05T15:16:06.509Z""]","[{""topicIndex"":""9"",""mode"":""wordcloud"",""short"":""skiing"",""long"":""Skiing is a winter sport."",""conf"":""4"",""duration"":14.687},{""topicIndex"":""8"",""mode"":""wordcloud"",""short"":""Stock market"",""long"":""The NYSE is a stock market."",""conf"":""3"",""duration"":36.944},{""topicIndex"":""26"",""mode"":""wordcloud"",""short"":""Jazz music"",""long"":""Jazz music is from New Orleans"",""conf"":""3"",""duration"":16.503},{""topicIndex"":""28"",""mode"":""wordcloud"",""short"":""Nuclear power"",""long"":""Nuclear power is generated by uranium fission."",""conf"":""3"",""duration"":22.779},{""topicIndex"":""32"",""mode"":""wordcloud"",""short"":""Martin Luther KIng"",""long"":""He was a civil rights leader."",""conf"":""1"",""duration"":20.931}]",4,wordcloud,4584043022647296,5,5
D893J119,2015-03-04T22:47:24,"[""2015-03-04T22:41:49.495Z"",""2015-03-04T22:42:59.098Z"",""2015-03-04T22:43:45.990Z"",""2015-03-04T22:44:48.371Z"",""2015-03-04T22:45:16.355Z"",""2015-03-04T22:45:48.735Z""]","[{""topicIndex"":""5"",""mode"":""word"",""short"":""vacation"",""long"":""The words describe vacation and travel spots for tourists in the area."",""conf"":""4"",""duration"":69.603},{""topicIndex"":""28"",""mode"":""word"",""short"":""Politics"",""long"":""Concept is discussing the countries political stands for on nuclear issues."",""conf"":""4"",""duration"":46.892},{""topicIndex"":""4"",""mode"":""word"",""short"":""New York City"",""long"":""Article describes things to do in and near New York City "",""conf"":""4"",""duration"":62.381},{""topicIndex"":""40"",""mode"":""word"",""short"":""Sports"",""long"":""Discusses the sports closing for the season."",""conf"":""3"",""duration"":27.984},{""topicIndex"":""10"",""mode"":""word"",""short"":""International Travel"",""long"":""Discusses international air travel security"",""conf"":""4"",""duration"":32.38}]",4,word,4586233187532800,20,5
XB2FBQ56,2015-03-05T18:13:32,"[""2015-03-05T18:11:55.175Z"",""2015-03-05T18:12:17.787Z"",""2015-03-05T18:12:35.519Z"",""2015-03-05T18:12:51.776Z"",""2015-03-05T18:13:11.709Z"",""2015-03-05T18:13:34.487Z""]","[{""topicIndex"":""0"",""mode"":""topic-in-a-box"",""short"":""foreign policy"",""long"":""This is American foreign policy of the 21st century."",""conf"":""4"",""duration"":22.612},{""topicIndex"":""13"",""mode"":""topic-in-a-box"",""short"":""computer connection"",""long"":""This is how content is delivered."",""conf"":""4"",""duration"":17.732},{""topicIndex"":""30"",""mode"":""topic-in-a-box"",""short"":""advertising"",""long"":""This is how advertising works."",""conf"":""4"",""duration"":16.257},{""topicIndex"":""44"",""mode"":""topic-in-a-box"",""short"":""feminism"",""long"":""This is how a family starts."",""conf"":""4"",""duration"":19.933},{""topicIndex"":""29"",""mode"":""topic-in-a-box"",""short"":""international relations"",""long"":""This is how international relations works."",""conf"":""4"",""duration"":22.778}]",4,topic-in-a-box,4586413844594688,10,1
