115,141,130,125,121,132,139,122,121,132,131,126,116,122,123,122,125,125,122,115,141,121,131,117,77,0,82,0,69,0
91,128,82,140,67,122,70,124,79,98,83,126,91,124,95,112,89,123,101,125,82,150,70,129,172,0,179,0,210,0
