validation_code,key,evalResults
GUFSYN86,5141143767482368,"[{""eID"":""5753161306341376"",""topicIdx"":""41"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""41-5-histogram-1-long""],""worst"":[""41-5-wordcloud-1-long""],""duration"":45.013,""memo"":""real""},{""eID"":""6074835566329856"",""topicIdx"":""37"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""37-5-wordcloud-2-short""],""worst"":[""37-5-histogram-2-short""],""duration"":5.115,""memo"":""dummy""},{""eID"":""6637458833801216"",""topicIdx"":""21"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""21-20-histogram-3-short""],""worst"":[""21-20-word-3-short""],""duration"":3.596,""memo"":""real""},{""eID"":""5554286603796480"",""topicIdx"":""36"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""36-5-topic-in-a-box-4-short""],""duration"":2.684,""memo"":""real""},{""eID"":""5382437446090752"",""topicIdx"":""27"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""27-5-histogram-4-short""],""worst"":[""algorithm""],""duration"":3,""memo"":""real""}]"
LSGXDAXW,5141521993039872,"[{""eID"":""6355831117316096"",""topicIdx"":""19"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""19-5-histogram-0-long""],""worst"":[""19-5-word-0-long""],""duration"":20.543,""memo"":""real""},{""eID"":""5226699784454144"",""topicIdx"":""18"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""18-5-topic-in-a-box-4-short""],""worst"":[""18-5-histogram-4-short""],""duration"":12.327,""memo"":""dummy""},{""eID"":""5885086058676224"",""topicIdx"":""32"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""32-20-word-4-short""],""worst"":[""32-20-wordcloud-4-short""],""duration"":25.764,""memo"":""real""},{""eID"":""6703139352739840"",""topicIdx"":""23"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""23-5-topic-in-a-box-2-long""],""worst"":[""23-5-wordcloud-2-long""],""duration"":20.515,""memo"":""real""},{""eID"":""5598806355738624"",""topicIdx"":""36"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""36-20-wordcloud-1-short""],""worst"":[""36-20-histogram-1-short""],""duration"":18.713,""memo"":""real""}]"
XZ4NVTDP,5156048109305856,"[{""eID"":""6062863344992256"",""topicIdx"":""19"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""bad_181""],""worst"":[""19-20-word-0-short""],""duration"":38.784,""memo"":""dummy""},{""eID"":""6126571937071104"",""topicIdx"":""3"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""3-20-wordcloud-3-long""],""worst"":[""3-20-histogram-3-long""],""duration"":128.341,""memo"":""real""},{""eID"":""6074835566329856"",""topicIdx"":""37"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""37-5-word-2-short""],""worst"":[""37-5-topic-in-a-box-2-short""],""duration"":57.498,""memo"":""real""},{""eID"":""5850269443162112"",""topicIdx"":""46"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""46-5-topic-in-a-box-4-long""],""worst"":[""46-5-histogram-4-long""],""duration"":58.833,""memo"":""real""},{""eID"":""6680106785308672"",""topicIdx"":""4"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""4-20-histogram-1-long""],""worst"":[""4-20-wordcloud-1-long""],""duration"":41.998,""memo"":""real""}]"
9D4WLC3R,5195451749892096,"[{""eID"":""6645002138550272"",""topicIdx"":""5"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""5-10-histogram-1-long""],""worst"":[""5-10-word-1-long""],""duration"":13.237,""memo"":""real""},{""eID"":""5595095503994880"",""topicIdx"":""24"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""24-20-topic-in-a-box-4-long""],""worst"":[""24-20-word-4-long""],""duration"":5.45,""memo"":""real""},{""eID"":""5690418545033216"",""topicIdx"":""9"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""9-5-wordcloud-3-short""],""worst"":[""9-5-word-3-short""],""duration"":4.14,""memo"":""dummy""},{""eID"":""6380715084087296"",""topicIdx"":""35"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""35-10-histogram-4-long""],""worst"":[""35-10-wordcloud-4-long""],""duration"":3.242,""memo"":""real""},{""eID"":""6303533984907264"",""topicIdx"":""11"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""11-5-histogram-3-long""],""worst"":[""11-5-word-3-long""],""duration"":4.834,""memo"":""real""}]"
UDF48PRS,5211101536976896,"[{""eID"":""5866340405477376"",""topicIdx"":""1"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""bad_138""],""worst"":[""1-5-topic-in-a-box-3-short""],""duration"":349.602,""memo"":""dummy""},{""eID"":""6158045457416192"",""topicIdx"":""23"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""23-20-word-4-long""],""worst"":[""23-20-histogram-4-long""],""duration"":51.392,""memo"":""real""},{""eID"":""5428056978096128"",""topicIdx"":""43"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""43-10-word-0-short"",""43-10-topic-in-a-box-0-short""],""worst"":[""algorithm""],""duration"":99.56,""memo"":""real""},{""eID"":""6094368809156608"",""topicIdx"":""20"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""20-20-word-1-short""],""worst"":[""algorithm""],""duration"":99.406,""memo"":""real""},{""eID"":""5747396386488320"",""topicIdx"":""41"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""41-10-word-4-long""],""worst"":[""41-10-topic-in-a-box-4-long""],""duration"":64.263,""memo"":""real""}]"
VZ7L0E8C,5224225614856192,"[{""eID"":""5819252799963136"",""topicIdx"":""31"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""31-20-topic-in-a-box-1-long""],""worst"":[""31-20-wordcloud-1-long""],""duration"":97.003,""memo"":""real""},{""eID"":""5588366363983872"",""topicIdx"":""5"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""5-10-topic-in-a-box-4-long""],""worst"":[""5-10-histogram-4-long""],""duration"":16.236,""memo"":""real""},{""eID"":""4856629296103424"",""topicIdx"":""28"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""28-5-histogram-2-short""],""worst"":[""28-5-wordcloud-2-short""],""duration"":9.388,""memo"":""dummy""},{""eID"":""6151316317405184"",""topicIdx"":""4"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""4-10-wordcloud-4-long""],""worst"":[""4-10-word-4-long""],""duration"":17.314,""memo"":""real""},{""eID"":""6199569201233920"",""topicIdx"":""11"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""11-10-histogram-2-short""],""worst"":[""algorithm""],""duration"":27.724,""memo"":""real""}]"
T815LRCM,5243657389080576,"[{""eID"":""6269937945411584"",""topicIdx"":""27"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""27-10-topic-in-a-box-1-long""],""worst"":[""27-10-histogram-1-long""],""duration"":19.28,""memo"":""real""},{""eID"":""6667746943172608"",""topicIdx"":""40"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""40-20-word-4-long""],""worst"":[""40-20-topic-in-a-box-4-long""],""duration"":13.916,""memo"":""real""},{""eID"":""5010012241920000"",""topicIdx"":""18"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""18-20-histogram-2-short""],""worst"":[""18-20-topic-in-a-box-2-short""],""duration"":10.615,""memo"":""dummy""},{""eID"":""6637458833801216"",""topicIdx"":""21"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""21-20-histogram-3-short""],""worst"":[""algorithm""],""duration"":13.569,""memo"":""real""},{""eID"":""6678176465944576"",""topicIdx"":""7"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""7-5-histogram-2-long""],""worst"":[""7-5-wordcloud-2-long""],""duration"":21.241,""memo"":""real""}]"
UN1S313O,5249591154835456,"[{""eID"":""5936871821541376"",""topicIdx"":""40"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""bad_139""],""worst"":[""40-10-histogram-1-short"",""40-10-wordcloud-1-short"",""40-10-topic-in-a-box-1-short""],""duration"":143.262,""memo"":""dummy""},{""eID"":""6187525576065024"",""topicIdx"":""18"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""18-20-wordcloud-0-long""],""worst"":[""18-20-topic-in-a-box-0-long""],""duration"":18.159,""memo"":""real""},{""eID"":""5792881163894784"",""topicIdx"":""17"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""17-5-word-0-long""],""worst"":[""17-5-topic-in-a-box-0-long""],""duration"":53.211,""memo"":""real""},{""eID"":""5584865428766720"",""topicIdx"":""6"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""6-5-histogram-3-short""],""duration"":38.655,""memo"":""real""},{""eID"":""6692150410477568"",""topicIdx"":""39"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""39-10-wordcloud-0-long""],""worst"":[""39-10-word-0-long""],""duration"":34.767,""memo"":""real""}]"
24BC1228,5261884156542976,"[{""eID"":""6285462373138432"",""topicIdx"":""27"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""27-5-histogram-0-short""],""worst"":[""27-5-wordcloud-0-short""],""duration"":87.374,""memo"":""dummy""},{""eID"":""6740162507702272"",""topicIdx"":""5"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""5-20-histogram-1-short""],""worst"":[""algorithm""],""duration"":10.95,""memo"":""real""},{""eID"":""6710765335609344"",""topicIdx"":""7"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""7-5-topic-in-a-box-3-short"",""algorithm""],""worst"":[""7-5-word-3-short""],""duration"":44.632,""memo"":""real""},{""eID"":""6624325629116416"",""topicIdx"":""36"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""36-10-wordcloud-0-short""],""worst"":[""36-10-histogram-0-short""],""duration"":54.008,""memo"":""real""},{""eID"":""6647814536822784"",""topicIdx"":""4"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""4-10-wordcloud-4-short""],""worst"":[""algorithm""],""duration"":12.341,""memo"":""real""}]"
Y8XC4B0T,5297566476402688,"[{""eID"":""5873007536898048"",""topicIdx"":""3"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""3-20-histogram-0-long""],""worst"":[""3-20-word-0-long""],""duration"":21.244,""memo"":""real""},{""eID"":""4775624870723584"",""topicIdx"":""32"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""32-5-histogram-1-long""],""worst"":[""32-5-wordcloud-1-long""],""duration"":13.368,""memo"":""real""},{""eID"":""5964267538874368"",""topicIdx"":""29"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""29-5-histogram-2-long""],""worst"":[""29-5-topic-in-a-box-2-long""],""duration"":17.237,""memo"":""real""},{""eID"":""5697085676453888"",""topicIdx"":""11"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""11-10-topic-in-a-box-4-long""],""worst"":[""11-10-wordcloud-4-long""],""duration"":26.631,""memo"":""real""},{""eID"":""5820290571436032"",""topicIdx"":""17"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""17-20-histogram-4-short""],""worst"":[""17-20-word-4-short""],""duration"":12.488,""memo"":""dummy""}]"
