topicIdx,updated,usercode,created,shortOrLong,players,done,key,wordNum,duration,worst,best
33,,,2015-03-22T01:37:41,long,"[u'33-20-word-0-long', u'33-20-histogram-1-long', u'33-20-wordcloud-2-long', u'33-20-topic-in-a-box-3-long']",False,5173218046377984,20,,,
7,,,2015-03-22T01:35:19,short,"[u'7-10-word-2-short', u'7-10-histogram-3-short', u'7-10-wordcloud-4-short', u'7-10-topic-in-a-box-0-short']",False,5173288644902912,10,,,
48,,,2015-03-22T01:38:13,long,"[u'48-20-word-3-long', u'48-20-histogram-4-long', u'48-20-wordcloud-0-long', u'48-20-topic-in-a-box-1-long']",False,5173369443975168,20,,,
1,,,2015-03-22T01:35:09,short,"[u'1-5-word-1-short', u'1-5-histogram-2-short', u'1-5-wordcloud-3-short', u'1-5-topic-in-a-box-4-short']",False,5173957317623808,5,,,
10,2015-03-21T14:45:55,LTU3VNJZ,2015-03-15T02:06:16,short,"[u'10-20-word-3-short', u'10-20-histogram-3-short', u'10-20-wordcloud-3-short', u'10-20-topic-in-a-box-3-short']",True,5174421174091776,20,22.065,[u'10-20-word-3-short'],"[u'10-20-wordcloud-3-short', u'10-20-topic-in-a-box-3-short']"
48,,,2015-03-22T01:38:13,long,"[u'48-20-word-0-long', u'48-20-histogram-1-long', u'48-20-wordcloud-2-long', u'48-20-topic-in-a-box-3-long']",False,5175366335332352,20,,,
41,,,2015-03-22T01:38:02,short,"[u'41-5-word-0-short', u'41-5-histogram-1-short', u'41-5-wordcloud-2-short', u'41-5-topic-in-a-box-3-short']",False,5175917164888064,5,,,
23,2015-03-19T02:41:44,K9YTVN6P,2015-03-15T02:06:48,long,"[u'23-5-word-4-long', u'23-5-histogram-4-long', u'23-5-wordcloud-4-long', u'23-5-topic-in-a-box-4-long']",True,5176345587875840,5,23.842,[u'23-5-topic-in-a-box-4-long'],[u'23-5-wordcloud-4-long']
24,2015-03-19T14:02:41,ICGGYO60,2015-03-15T02:06:50,short,"[u'24-20-word-2-short', u'24-20-histogram-2-short', u'24-20-wordcloud-2-short', u'24-20-topic-in-a-box-2-short']",True,5176593890672640,20,15.69,[u'24-20-wordcloud-2-short'],"[u'24-20-word-2-short', u'24-20-topic-in-a-box-2-short']"
29,,,2015-03-22T01:37:07,short,"[u'29-20-word-3-short', u'29-20-histogram-4-short', u'29-20-wordcloud-0-short', u'29-20-topic-in-a-box-1-short']",False,5176706365128704,20,,,
10,2015-03-19T04:57:16,JIFP8790,2015-03-15T02:06:16,long,"[u'10-5-word-3-long', u'10-5-histogram-3-long', u'10-5-wordcloud-3-long', u'10-5-topic-in-a-box-3-long']",True,5177634078064640,5,53.472,[u'10-5-topic-in-a-box-3-long'],[u'10-5-wordcloud-3-long']
23,,,2015-03-22T01:36:58,long,"[u'23-20-word-1-long', u'23-20-histogram-2-long', u'23-20-wordcloud-3-long', u'23-20-topic-in-a-box-4-long']",False,5178442605658112,20,,,
7,,,2015-03-22T01:35:19,long,"[u'7-20-word-0-long', u'7-20-histogram-1-long', u'7-20-wordcloud-2-long', u'7-20-topic-in-a-box-3-long']",False,5179222410657792,20,,,
35,,,2015-03-22T01:37:44,short,"[u'35-5-word-4-short', u'35-5-histogram-0-short', u'35-5-wordcloud-1-short', u'35-5-topic-in-a-box-2-short']",False,5179348038451200,5,,,
25,2015-03-19T03:49:56,FU3OZQYE,2015-03-15T02:06:51,short,"[u'25-20-word-1-short', u'25-20-histogram-1-short', u'25-20-wordcloud-1-short', u'25-20-topic-in-a-box-1-short']",True,5179575134846976,20,19.328,[u'algorithm'],[u'25-20-wordcloud-1-short']
18,,,2015-03-22T01:36:41,long,"[u'18-5-word-4-long', u'18-5-histogram-0-long', u'18-5-wordcloud-1-long', u'18-5-topic-in-a-box-2-long']",False,5180372925022208,5,,,
21,2015-03-18T04:57:33,V51QAIPE,2015-03-15T02:06:45,short,"[u'21-10-word-2-short', u'21-10-histogram-2-short', u'21-10-wordcloud-2-short', u'21-10-topic-in-a-box-2-short']",True,5180407821631488,10,42.049,[u'algorithm'],[u'21-10-topic-in-a-box-2-short']
25,2015-03-19T05:22:55,5UJ1WMYC,2015-03-15T02:06:51,short,"[u'25-20-word-4-short', u'25-20-histogram-4-short', u'25-20-wordcloud-4-short', u'25-20-topic-in-a-box-4-short']",True,5181398616899584,20,54.223,[u'algorithm'],"[u'25-20-histogram-4-short', u'25-20-topic-in-a-box-4-short']"
6,,,2015-03-22T01:35:18,long,"[u'6-20-word-4-long', u'6-20-histogram-0-long', u'6-20-wordcloud-1-long', u'6-20-topic-in-a-box-2-long']",False,5183254042771456,20,,,
0,,,2015-03-22T01:35:08,short,"[u'0-20-word-0-short', u'0-20-histogram-1-short', u'0-20-wordcloud-2-short', u'0-20-topic-in-a-box-3-short']",False,5183871444320256,20,,,
42,2015-03-21T00:18:39,9J6JNUGM,2015-03-15T02:07:39,long,"[u'42-10-word-4-long', u'42-10-histogram-4-long', u'42-10-wordcloud-4-long', u'42-10-topic-in-a-box-4-long']",True,5184446433067008,10,9.329,[u'42-10-word-4-long'],[u'42-10-wordcloud-4-long']
40,2015-03-19T22:11:43,L3V0KYO3,2015-03-15T02:07:37,long,"[u'40-20-word-0-long', u'40-20-histogram-0-long', u'40-20-wordcloud-0-long', u'40-20-topic-in-a-box-0-long']",True,5185934102364160,20,26.083,[u'40-20-word-0-long'],[u'40-20-histogram-0-long']
26,2015-03-21T09:58:01,1WEB99Z1,2015-03-15T02:06:53,long,"[u'26-20-word-3-long', u'26-20-histogram-3-long', u'26-20-wordcloud-3-long', u'26-20-topic-in-a-box-3-long']",True,5186971873837056,20,40.616,[u'26-20-wordcloud-3-long'],[u'26-20-histogram-3-long']
7,2015-03-19T06:21:09,KP432EIB,2015-03-15T02:05:51,long,"[u'7-10-word-0-long', u'7-10-histogram-0-long', u'7-10-wordcloud-0-long', u'7-10-topic-in-a-box-0-long']",True,5188923399602176,10,34.375,[u'7-10-topic-in-a-box-0-long'],[u'7-10-word-0-long']
40,,,2015-03-22T01:38:01,long,"[u'40-10-word-2-long', u'40-10-histogram-3-long', u'40-10-wordcloud-4-long', u'40-10-topic-in-a-box-0-long']",False,5189041242767360,10,,,
1,,,2015-03-22T01:35:10,long,"[u'1-20-word-3-long', u'1-20-histogram-4-long', u'1-20-wordcloud-0-long', u'1-20-topic-in-a-box-1-long']",False,5189600393822208,20,,,
43,2015-03-18T05:50:06,SBLM98HZ,2015-03-15T02:07:41,long,"[u'43-20-word-4-long', u'43-20-histogram-4-long', u'43-20-wordcloud-4-long', u'43-20-topic-in-a-box-4-long']",True,5190003315441664,20,65.071,[u'43-20-histogram-4-long'],[u'43-20-word-4-long']
42,2015-03-21T01:17:19,9TSD7MIQ,2015-03-15T02:07:39,long,"[u'42-5-word-1-long', u'42-5-histogram-1-long', u'42-5-wordcloud-1-long', u'42-5-topic-in-a-box-1-long']",True,5190211352920064,5,22.175,[u'42-5-word-1-long'],[u'42-5-topic-in-a-box-1-long']
7,2015-03-19T08:07:53,08OTZ3P5,2015-03-15T02:05:51,long,"[u'7-10-word-2-long', u'7-10-histogram-2-long', u'7-10-wordcloud-2-long', u'7-10-topic-in-a-box-2-long']",True,5190562466496512,10,69.981,[u'7-10-topic-in-a-box-2-long'],[u'7-10-wordcloud-2-long']
30,,,2015-03-22T01:37:37,long,"[u'30-10-word-2-long', u'30-10-histogram-3-long', u'30-10-wordcloud-4-long', u'30-10-topic-in-a-box-0-long']",False,5191232481394688,10,,,
7,,,2015-03-22T01:35:19,short,"[u'7-10-word-3-short', u'7-10-histogram-4-short', u'7-10-wordcloud-0-short', u'7-10-topic-in-a-box-1-short']",False,5191515412365312,10,,,
25,,,2015-03-22T01:37:01,short,"[u'25-10-word-3-short', u'25-10-histogram-4-short', u'25-10-wordcloud-0-short', u'25-10-topic-in-a-box-1-short']",False,5192013360136192,10,,,
7,,,2015-03-22T01:35:18,short,"[u'7-10-word-0-short', u'7-10-histogram-1-short', u'7-10-wordcloud-2-short', u'7-10-topic-in-a-box-3-short']",False,5194746838384640,10,,,
3,,,2015-03-22T01:35:12,short,"[u'3-5-word-3-short', u'3-5-histogram-4-short', u'3-5-wordcloud-0-short', u'3-5-topic-in-a-box-1-short']",False,5194899578159104,5,,,
49,,,2015-03-22T01:38:14,long,"[u'49-10-word-1-long', u'49-10-histogram-2-long', u'49-10-wordcloud-3-long', u'49-10-topic-in-a-box-4-long']",False,5196703464423424,10,,,
14,,,2015-03-22T01:36:35,long,"[u'14-5-word-4-long', u'14-5-histogram-0-long', u'14-5-wordcloud-1-long', u'14-5-topic-in-a-box-2-long']",False,5197211075870720,5,,,
8,2015-03-21T20:41:51,R5ZKCW6T,2015-03-15T02:05:52,short,"[u'8-10-word-2-short', u'8-10-histogram-2-short', u'8-10-wordcloud-2-short', u'8-10-topic-in-a-box-2-short']",True,5197358715371520,10,12.086,[u'algorithm'],[u'8-10-topic-in-a-box-2-short']
26,2015-03-21T13:44:36,NL1IZH3O,2015-03-15T02:06:52,long,"[u'26-5-word-1-long', u'26-5-histogram-1-long', u'26-5-wordcloud-1-long', u'26-5-topic-in-a-box-1-long']",True,5197837335789568,5,64.616,[u'26-5-topic-in-a-box-1-long'],[u'26-5-wordcloud-1-long']
32,,,2015-03-22T01:37:40,short,"[u'32-5-word-4-short', u'32-5-histogram-0-short', u'32-5-wordcloud-1-short', u'32-5-topic-in-a-box-2-short']",False,5198000007675904,5,,,
36,,,2015-03-22T01:37:46,short,"[u'36-20-word-0-short', u'36-20-histogram-1-short', u'36-20-wordcloud-2-short', u'36-20-topic-in-a-box-3-short']",False,5198990802944000,20,,,
10,2015-03-19T07:57:17,6OICK9L9,2015-03-15T02:06:15,long,"[u'10-5-word-1-long', u'10-5-histogram-1-long', u'10-5-wordcloud-1-long', u'10-5-topic-in-a-box-1-long']",True,5200432838213632,5,71.28,[u'10-5-topic-in-a-box-1-long'],[u'10-5-wordcloud-1-long']
25,2015-03-19T11:52:58,W45OFALG,2015-03-15T02:06:51,short,"[u'25-10-word-3-short', u'25-10-histogram-3-short', u'25-10-wordcloud-3-short', u'25-10-topic-in-a-box-3-short']",True,5201338271006720,10,35.085,[u'algorithm'],[u'25-10-wordcloud-3-short']
7,2015-03-19T22:14:07,R5Z95IDV,2015-03-15T02:05:51,long,"[u'7-20-word-1-long', u'7-20-histogram-1-long', u'7-20-wordcloud-1-long', u'7-20-topic-in-a-box-1-long']",True,5202363157577728,20,44.417,[u'7-20-word-1-long'],[u'7-20-histogram-1-long']
40,2015-03-19T08:02:32,OKFH6XTV,2015-03-15T02:07:36,short,"[u'40-5-word-4-short', u'40-5-histogram-4-short', u'40-5-wordcloud-4-short', u'40-5-topic-in-a-box-4-short']",True,5202442882908160,5,43.762,[u'algorithm'],"[u'40-5-wordcloud-4-short', u'40-5-topic-in-a-box-4-short']"
28,2015-03-21T10:53:22,8CSZYX3V,2015-03-15T02:06:55,short,"[u'28-10-word-4-short', u'28-10-histogram-4-short', u'28-10-wordcloud-4-short', u'28-10-topic-in-a-box-4-short']",True,5204504467210240,10,108.39,[u'algorithm'],[u'28-10-word-4-short']
42,,,2015-03-22T01:38:03,long,"[u'42-5-word-4-long', u'42-5-histogram-0-long', u'42-5-wordcloud-1-long', u'42-5-topic-in-a-box-2-long']",False,5204564059881472,5,,,
39,2015-03-18T22:55:54,HO8M9V9X,2015-03-15T02:07:21,long,"[u'39-10-word-1-long', u'39-10-histogram-1-long', u'39-10-wordcloud-1-long', u'39-10-topic-in-a-box-1-long']",True,5205255281180672,10,14.084,[u'39-10-topic-in-a-box-1-long'],[u'39-10-wordcloud-1-long']
19,,,2015-03-22T01:36:43,long,"[u'19-20-word-3-long', u'19-20-histogram-4-long', u'19-20-wordcloud-0-long', u'19-20-topic-in-a-box-1-long']",False,5206515585646592,20,,,
43,,,2015-03-22T01:38:05,short,"[u'43-20-word-0-short', u'43-20-histogram-1-short', u'43-20-wordcloud-2-short', u'43-20-topic-in-a-box-3-short']",False,5208164853088256,20,,,
18,2015-03-19T05:53:32,QDVP7YBP,2015-03-15T02:06:27,long,"[u'18-5-word-2-long', u'18-5-histogram-2-long', u'18-5-wordcloud-2-long', u'18-5-topic-in-a-box-2-long']",True,5208473016991744,5,17.144,[u'18-5-word-2-long'],[u'18-5-histogram-2-long']
10,,,2015-03-22T01:36:30,long,"[u'10-10-word-1-long', u'10-10-histogram-2-long', u'10-10-wordcloud-3-long', u'10-10-topic-in-a-box-4-long']",False,5208553816064000,10,,,
8,,,2015-03-22T01:35:20,long,"[u'8-10-word-1-long', u'8-10-histogram-2-long', u'8-10-wordcloud-3-long', u'8-10-topic-in-a-box-4-long']",False,5210550707421184,10,,,
34,2015-03-19T22:06:07,H05VYSYW,2015-03-15T02:07:13,short,"[u'34-5-word-1-short', u'34-5-histogram-1-short', u'34-5-wordcloud-1-short', u'34-5-topic-in-a-box-1-short']",True,5213626977746944,5,16.866,[u'algorithm'],[u'34-5-histogram-1-short']
7,,,2015-03-22T01:35:18,short,"[u'7-5-word-2-short', u'7-5-histogram-3-short', u'7-5-wordcloud-4-short', u'7-5-topic-in-a-box-0-short']",False,5213736767848448,5,,,
18,2015-03-21T20:54:58,RTH0WZ5Z,2015-03-15T02:06:27,short,"[u'18-10-word-2-short', u'18-10-histogram-2-short', u'18-10-wordcloud-2-short', u'18-10-topic-in-a-box-2-short']",True,5214406782746624,10,102.227,[u'algorithm'],[u'18-10-topic-in-a-box-2-short']
49,2015-03-18T20:09:37,KJSWSH99,2015-03-15T02:07:49,long,"[u'49-10-word-1-long', u'49-10-histogram-1-long', u'49-10-wordcloud-1-long', u'49-10-topic-in-a-box-1-long']",True,5214532410540032,10,35.929,[u'49-10-wordcloud-1-long'],[u'49-10-histogram-1-long']
31,2015-03-19T13:00:02,X84L85TM,2015-03-15T02:07:10,short,"[u'31-20-word-0-short', u'31-20-histogram-0-short', u'31-20-wordcloud-0-short', u'31-20-topic-in-a-box-0-short']",True,5215557297111040,20,15.1,[u'31-20-word-0-short'],[u'31-20-wordcloud-0-short']
13,,,2015-03-22T01:36:34,long,"[u'13-10-word-4-long', u'13-10-histogram-0-long', u'13-10-wordcloud-1-long', u'13-10-topic-in-a-box-2-long']",False,5216599631986688,10,,,
31,2015-03-19T23:00:54,PN00U8BH,2015-03-15T02:07:10,short,"[u'31-10-word-1-short', u'31-10-histogram-1-short', u'31-10-wordcloud-1-short', u'31-10-topic-in-a-box-1-short']",True,5216950745563136,10,29.018,[u'31-10-topic-in-a-box-1-short'],"[u'31-10-word-1-short', u'algorithm']"
28,,,2015-03-22T01:37:05,short,"[u'28-20-word-4-short', u'28-20-histogram-0-short', u'28-20-wordcloud-1-short', u'28-20-topic-in-a-box-2-short']",False,5217903691431936,20,,,
47,,,2015-03-22T01:38:10,long,"[u'47-5-word-3-long', u'47-5-histogram-4-long', u'47-5-wordcloud-0-long', u'47-5-topic-in-a-box-1-long']",False,5218401639202816,5,,,
16,2015-03-21T02:46:40,7X58KVXO,2015-03-15T02:06:25,short,"[u'16-20-word-0-short', u'16-20-histogram-0-short', u'16-20-wordcloud-0-short', u'16-20-topic-in-a-box-0-short']",True,5218438414860288,20,43.665,[u'algorithm'],[u'16-20-wordcloud-0-short']
2,2015-03-20T20:58:37,40LRNTK1,2015-03-15T02:05:44,short,"[u'2-20-word-2-short', u'2-20-histogram-2-short', u'2-20-wordcloud-2-short', u'2-20-topic-in-a-box-2-short']",True,5219630805155840,20,68.035,[u'2-20-histogram-2-short'],[u'algorithm']
0,2015-03-19T22:08:16,B72YJSBK,2015-03-15T02:05:41,short,"[u'0-20-word-3-short', u'0-20-histogram-3-short', u'0-20-wordcloud-3-short', u'0-20-topic-in-a-box-3-short']",True,5221118474452992,20,30.316,[u'0-20-histogram-3-short'],[u'0-20-topic-in-a-box-3-short']
31,,,2015-03-22T01:37:39,short,"[u'31-20-word-2-short', u'31-20-histogram-3-short', u'31-20-wordcloud-4-short', u'31-20-topic-in-a-box-0-short']",False,5221135117451264,20,,,
28,,,2015-03-22T01:37:05,long,"[u'28-10-word-3-long', u'28-10-histogram-4-long', u'28-10-wordcloud-0-long', u'28-10-topic-in-a-box-1-long']",False,5221287857225728,10,,,
22,,,2015-03-22T01:36:56,short,"[u'22-5-word-1-short', u'22-5-histogram-2-short', u'22-5-wordcloud-3-short', u'22-5-topic-in-a-box-4-short']",False,5221840028958720,5,,,
41,,,2015-03-22T01:38:03,short,"[u'41-20-word-2-short', u'41-20-histogram-3-short', u'41-20-wordcloud-4-short', u'41-20-topic-in-a-box-0-short']",False,5223599354937344,20,,,
32,2015-03-20T01:54:41,HUSU6SOP,2015-03-15T02:07:11,long,"[u'32-10-word-0-long', u'32-10-histogram-0-long', u'32-10-wordcloud-0-long', u'32-10-topic-in-a-box-0-long']",True,5223746994438144,10,90.408,[u'32-10-word-0-long'],[u'32-10-wordcloud-0-long']
16,2015-03-21T05:06:58,YD7JDAVM,2015-03-15T02:06:25,short,"[u'16-10-word-4-short', u'16-10-histogram-4-short', u'16-10-wordcloud-4-short', u'16-10-topic-in-a-box-4-short']",True,5224784765911040,10,49.833,[u'16-10-wordcloud-4-short'],[u'16-10-histogram-4-short']
4,2015-03-21T23:03:45,87UIBJTS,2015-03-15T02:05:46,short,"[u'4-5-word-2-short', u'4-5-histogram-2-short', u'4-5-wordcloud-2-short', u'4-5-topic-in-a-box-2-short']",True,5225187687530496,5,11.155,[u'4-5-topic-in-a-box-2-short'],[u'4-5-histogram-2-short']
2,2015-03-21T04:44:33,ILWOL0HZ,2015-03-15T02:05:43,short,"[u'2-5-word-4-short', u'2-5-histogram-4-short', u'2-5-wordcloud-4-short', u'2-5-topic-in-a-box-4-short']",True,5225395725008896,5,14.151,[u'2-5-wordcloud-4-short'],[u'algorithm']
36,2015-03-19T06:16:50,CFMUWJBM,2015-03-15T02:07:18,long,"[u'36-20-word-3-long', u'36-20-histogram-3-long', u'36-20-wordcloud-3-long', u'36-20-topic-in-a-box-3-long']",True,5225659597062144,20,17.886,[u'36-20-wordcloud-3-long'],[u'36-20-topic-in-a-box-3-long']
29,,,2015-03-22T01:37:07,short,"[u'29-20-word-2-short', u'29-20-histogram-3-short', u'29-20-wordcloud-4-short', u'29-20-topic-in-a-box-0-short']",False,5226065203036160,20,,,
18,2015-03-21T23:05:18,R7KLKXF0,2015-03-15T02:06:27,short,"[u'18-5-word-4-short', u'18-5-histogram-4-short', u'18-5-wordcloud-4-short', u'18-5-topic-in-a-box-4-short']",True,5226699784454144,5,77.848,[u'18-5-topic-in-a-box-4-short'],[u'18-5-histogram-4-short']
22,,,2015-03-22T01:36:57,long,"[u'22-10-word-1-long', u'22-10-histogram-2-long', u'22-10-wordcloud-3-long', u'22-10-topic-in-a-box-4-long']",False,5226733875757056,10,,,
34,2015-03-21T12:53:48,13RAAB5R,2015-03-15T02:07:15,long,"[u'34-20-word-2-long', u'34-20-histogram-2-long', u'34-20-wordcloud-2-long', u'34-20-topic-in-a-box-2-long']",True,5227197732225024,20,126.029,[u'34-20-wordcloud-2-long'],[u'34-20-topic-in-a-box-2-long']
47,2015-03-18T05:12:49,E8Q1OJ6C,2015-03-15T02:07:46,short,"[u'47-5-word-3-short', u'47-5-histogram-3-short', u'47-5-wordcloud-3-short', u'47-5-topic-in-a-box-3-short']",True,5229122146009088,5,14.332,[u'algorithm'],[u'47-5-wordcloud-3-short']
48,2015-03-18T18:43:30,HOR8GA1Y,2015-03-15T02:07:48,long,"[u'48-20-word-0-long', u'48-20-histogram-0-long', u'48-20-wordcloud-0-long', u'48-20-topic-in-a-box-0-long']",True,5229370448805888,20,28.535,[u'48-20-topic-in-a-box-0-long'],[u'48-20-histogram-0-long']
18,2015-03-19T06:14:41,WFVYO2F5,2015-03-15T02:06:27,long,"[u'18-5-word-0-long', u'18-5-histogram-0-long', u'18-5-wordcloud-0-long', u'18-5-topic-in-a-box-0-long']",True,5229931210473472,5,16.998,[u'18-5-topic-in-a-box-0-long'],[u'18-5-wordcloud-0-long']
16,2015-03-19T06:16:50,CFMUWJBM,2015-03-15T02:06:25,long,"[u'16-20-word-3-long', u'16-20-histogram-3-long', u'16-20-wordcloud-3-long', u'16-20-topic-in-a-box-3-long']",True,5230083950247936,20,18.432,[u'16-20-wordcloud-3-long'],[u'16-20-topic-in-a-box-3-long']
34,2015-03-19T23:34:37,IOQ36N73,2015-03-15T02:07:14,short,"[u'34-5-word-3-short', u'34-5-histogram-3-short', u'34-5-wordcloud-3-short', u'34-5-topic-in-a-box-3-short']",True,5230410636197888,5,34.083,[u'algorithm'],[u'34-5-wordcloud-3-short']
48,,,2015-03-22T01:38:13,short,"[u'48-10-word-2-short', u'48-10-histogram-3-short', u'48-10-wordcloud-4-short', u'48-10-topic-in-a-box-0-short']",False,5231219163791360,10,,,
10,,,2015-03-22T01:36:31,long,"[u'10-20-word-4-long', u'10-20-histogram-0-long', u'10-20-wordcloud-1-long', u'10-20-topic-in-a-box-2-long']",False,5231887836512256,20,,,
32,,,2015-03-22T01:37:40,long,"[u'32-5-word-3-long', u'32-5-histogram-4-long', u'32-5-wordcloud-0-long', u'32-5-topic-in-a-box-1-long']",False,5231998968791040,5,,,
49,2015-03-18T22:55:54,HO8M9V9X,2015-03-15T02:07:49,long,"[u'49-10-word-4-long', u'49-10-histogram-4-long', u'49-10-wordcloud-4-long', u'49-10-topic-in-a-box-4-long']",True,5232351692980224,10,14.115,[u'49-10-wordcloud-4-long'],[u'49-10-topic-in-a-box-4-long']
44,,,2015-03-22T01:38:06,short,"[u'44-5-word-1-short', u'44-5-histogram-2-short', u'44-5-wordcloud-3-short', u'44-5-topic-in-a-box-4-short']",False,5233149483155456,5,,,
45,2015-03-19T07:26:21,VZ6BB3TB,2015-03-15T02:07:43,long,"[u'45-10-word-0-long', u'45-10-histogram-0-long', u'45-10-wordcloud-0-long', u'45-10-topic-in-a-box-0-long']",True,5233184379764736,10,102.366,[u'45-10-topic-in-a-box-0-long'],[u'45-10-wordcloud-0-long']
49,2015-03-19T00:27:06,RNARN1IP,2015-03-15T02:07:50,long,"[u'49-20-word-2-long', u'49-20-histogram-2-long', u'49-20-wordcloud-2-long', u'49-20-topic-in-a-box-2-long']",True,5234175175032832,20,32.699,[u'49-20-topic-in-a-box-2-long'],[u'49-20-word-2-long']
31,,,2015-03-22T01:37:38,long,"[u'31-10-word-1-long', u'31-10-histogram-2-long', u'31-10-wordcloud-3-long', u'31-10-topic-in-a-box-4-long']",False,5236030600904704,10,,,
21,,,2015-03-22T01:36:55,long,"[u'21-5-word-4-long', u'21-5-histogram-0-long', u'21-5-wordcloud-1-long', u'21-5-topic-in-a-box-2-long']",False,5236648002453504,5,,,
0,2015-03-19T13:00:02,X84L85TM,2015-03-15T02:05:41,long,"[u'0-10-word-1-long', u'0-10-histogram-1-long', u'0-10-wordcloud-1-long', u'0-10-topic-in-a-box-1-long']",True,5237627254996992,10,40.788,[u'0-10-histogram-1-long'],[u'0-10-word-1-long']
10,,,2015-03-22T01:36:30,long,"[u'10-20-word-0-long', u'10-20-histogram-1-long', u'10-20-wordcloud-2-long', u'10-20-topic-in-a-box-3-long']",False,5238710660497408,20,,,
0,,,2015-03-22T01:35:08,long,"[u'0-5-word-3-long', u'0-5-histogram-4-long', u'0-5-wordcloud-0-long', u'0-5-topic-in-a-box-1-long']",False,5239748431970304,5,,,
31,2015-03-19T23:29:41,CCN6SRW3,2015-03-15T02:07:09,short,"[u'31-5-word-4-short', u'31-5-histogram-4-short', u'31-5-wordcloud-4-short', u'31-5-topic-in-a-box-4-short']",True,5241699957735424,5,45.934,[u'algorithm'],[u'31-5-topic-in-a-box-4-short']
26,,,2015-03-22T01:37:02,short,"[u'26-5-word-4-short', u'26-5-histogram-0-short', u'26-5-wordcloud-1-short', u'26-5-topic-in-a-box-2-short']",False,5242376951955456,5,,,
4,2015-03-21T23:18:21,900IJ4EF,2015-03-15T02:05:46,short,"[u'4-5-word-1-short', u'4-5-histogram-1-short', u'4-5-wordcloud-1-short', u'4-5-topic-in-a-box-1-short']",True,5243251783106560,5,572.33,[u'4-5-word-1-short'],[u'4-5-wordcloud-1-short']
26,,,2015-03-22T01:37:02,short,"[u'26-20-word-0-short', u'26-20-histogram-1-short', u'26-20-wordcloud-2-short', u'26-20-topic-in-a-box-3-short']",False,5243586790555648,20,,,
40,,,2015-03-22T01:38:01,long,"[u'40-20-word-3-long', u'40-20-histogram-4-long', u'40-20-wordcloud-0-long', u'40-20-topic-in-a-box-1-long']",False,5243738188152832,20,,,
2,2015-03-21T14:45:55,LTU3VNJZ,2015-03-15T02:05:44,short,"[u'2-20-word-4-short', u'2-20-histogram-4-short', u'2-20-wordcloud-4-short', u'2-20-topic-in-a-box-4-short']",True,5244789918269440,20,51.466,[u'2-20-wordcloud-4-short'],[u'2-20-topic-in-a-box-4-short']
40,,,2015-03-22T01:38:01,long,"[u'40-20-word-0-long', u'40-20-histogram-1-long', u'40-20-wordcloud-2-long', u'40-20-topic-in-a-box-3-long']",False,5245735079510016,20,,,
33,,,2015-03-22T01:37:41,short,"[u'33-5-word-1-short', u'33-5-histogram-2-short', u'33-5-wordcloud-3-short', u'33-5-topic-in-a-box-4-short']",False,5246285909065728,5,,,
15,2015-03-19T13:34:51,DRNLVUYG,2015-03-15T02:06:23,short,"[u'15-10-word-0-short', u'15-10-histogram-0-short', u'15-10-wordcloud-0-short', u'15-10-topic-in-a-box-0-short']",True,5246714332053504,10,22.916,[u'15-10-topic-in-a-box-0-short'],[u'15-10-word-0-short']
16,2015-03-19T07:16:30,KONGFSA0,2015-03-15T02:06:25,long,"[u'16-20-word-2-long', u'16-20-histogram-2-long', u'16-20-wordcloud-2-long', u'16-20-topic-in-a-box-2-long']",True,5246962634850304,20,142.82,[u'16-20-topic-in-a-box-2-long'],[u'16-20-word-2-long']
21,,,2015-03-22T01:36:56,long,"[u'21-20-word-3-long', u'21-20-histogram-4-long', u'21-20-wordcloud-0-long', u'21-20-topic-in-a-box-1-long']",False,5247075109306368,20,,,
2,2015-03-19T13:34:51,DRNLVUYG,2015-03-15T02:05:44,long,"[u'2-5-word-4-long', u'2-5-histogram-4-long', u'2-5-wordcloud-4-long', u'2-5-topic-in-a-box-4-long']",True,5248002822242304,5,29.879,[u'2-5-histogram-4-long'],[u'2-5-word-4-long']
14,,,2015-03-22T01:36:36,long,"[u'14-20-word-0-long', u'14-20-histogram-1-long', u'14-20-wordcloud-2-long', u'14-20-topic-in-a-box-3-long']",False,5248811349835776,20,,,
43,,,2015-03-22T01:38:05,short,"[u'43-5-word-3-short', u'43-5-histogram-4-short', u'43-5-wordcloud-0-short', u'43-5-topic-in-a-box-1-short']",False,5248921139937280,5,,,
26,,,2015-03-22T01:37:02,long,"[u'26-5-word-3-long', u'26-5-histogram-4-long', u'26-5-wordcloud-0-long', u'26-5-topic-in-a-box-1-long']",False,5249716782628864,5,,,
17,2015-03-18T16:00:06,OAQ07CZI,2015-03-15T02:06:26,long,"[u'17-20-word-1-long', u'17-20-histogram-1-long', u'17-20-wordcloud-1-long', u'17-20-topic-in-a-box-1-long']",True,5249943879024640,20,39.653,[u'17-20-topic-in-a-box-1-long'],[u'17-20-word-1-long']
10,,,2015-03-22T01:36:30,short,"[u'10-10-word-4-short', u'10-10-histogram-0-short', u'10-10-wordcloud-1-short', u'10-10-topic-in-a-box-2-short']",False,5250741669199872,10,,,
13,2015-03-19T22:10:57,KFFBYOYM,2015-03-15T02:06:20,long,"[u'13-10-word-2-long', u'13-10-histogram-2-long', u'13-10-wordcloud-2-long', u'13-10-topic-in-a-box-2-long']",True,5250776565809152,10,28.085,[u'13-10-histogram-2-long'],[u'13-10-topic-in-a-box-2-long']
