validation_code,key,evalResults
IBCT4AGD,4899940283187200,"[{""eID"":""5706317977092096"",""topicIdx"":""16"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""16-10-word-1-long""],""worst"":[""16-10-wordcloud-3-long""],""duration"":27.475,""memo"":""real""},{""eID"":""5830022162022400"",""topicIdx"":""40"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""40-10-wordcloud-3-long""],""worst"":[""40-10-topic-in-a-box-4-long""],""duration"":29.191,""memo"":""real""},{""eID"":""5402655736201216"",""topicIdx"":""49"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""49-5-word-2-short""],""worst"":[""49-5-histogram-3-short""],""duration"":21.462,""memo"":""dummy""},{""eID"":""5746203996192768"",""topicIdx"":""5"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""5-20-word-4-long""],""worst"":[""5-20-wordcloud-1-long""],""duration"":31.155,""memo"":""real""},{""eID"":""5549054796759040"",""topicIdx"":""10"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""10-10-histogram-1-short"",""10-10-topic-in-a-box-3-short""],""worst"":[""10-10-wordcloud-2-short"",""algorithm""],""duration"":11.708,""memo"":""real""}]"
ZBBG9GE1,4915228487712768,"[{""eID"":""6480374163046400"",""topicIdx"":""4"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""4-5-word-2-short""],""worst"":[""4-5-histogram-3-short""],""duration"":96.652,""memo"":""dummy""},{""eID"":""6374821046779904"",""topicIdx"":""44"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""44-5-wordcloud-0-short""],""worst"":[""44-5-word-3-short""],""duration"":57.702,""memo"":""real""},{""eID"":""6408159388237824"",""topicIdx"":""8"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""8-10-histogram-1-short""],""worst"":[""algorithm""],""duration"":38.167,""memo"":""real""},{""eID"":""6317913266978816"",""topicIdx"":""26"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""26-10-word-3-short""],""duration"":57.602,""memo"":""real""},{""eID"":""6357119070633984"",""topicIdx"":""49"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""49-10-topic-in-a-box-0-short""],""worst"":[""algorithm""],""duration"":87.672,""memo"":""real""}]"
IEWCWX59,4922051311697920,"[{""eID"":""6692276038270976"",""topicIdx"":""17"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""17-5-word-2-long""],""worst"":[""17-5-wordcloud-4-long""],""duration"":32.023,""memo"":""real""},{""eID"":""6061024562118656"",""topicIdx"":""16"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""16-20-histogram-3-short""],""worst"":[""16-20-word-2-short""],""duration"":13.055,""memo"":""dummy""},{""eID"":""5668498374131712"",""topicIdx"":""24"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""24-5-topic-in-a-box-2-long""],""worst"":[""24-5-wordcloud-1-long""],""duration"":18.161,""memo"":""real""},{""eID"":""6281948016148480"",""topicIdx"":""0"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""0-5-word-0-long""],""worst"":[""0-5-wordcloud-2-long""],""duration"":12.855,""memo"":""real""},{""eID"":""6024797855154176"",""topicIdx"":""22"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""22-10-histogram-1-long""],""worst"":[""22-10-word-0-long""],""duration"":14.928,""memo"":""real""}]"
ZZM2INR4,4933057433829376,"[{""eID"":""6740162507702272"",""topicIdx"":""5"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""5-20-wordcloud-1-short"",""5-20-topic-in-a-box-1-short""],""worst"":[""5-20-histogram-1-short""],""duration"":35.943,""memo"":""dummy""},{""eID"":""5620608951910400"",""topicIdx"":""4"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""4-20-word-0-short"",""4-20-wordcloud-0-short""],""worst"":[""algorithm""],""duration"":16.352,""memo"":""real""},{""eID"":""5365522254266368"",""topicIdx"":""12"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""12-10-topic-in-a-box-4-short""],""duration"":11.887,""memo"":""real""},{""eID"":""6481044177944576"",""topicIdx"":""15"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""15-10-topic-in-a-box-2-short""],""duration"":22.986,""memo"":""real""},{""eID"":""6729510988808192"",""topicIdx"":""38"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""38-20-histogram-3-short"",""38-20-topic-in-a-box-3-short""],""worst"":[""38-20-word-3-short""],""duration"":9.36,""memo"":""real""}]"
E0ZT2BP6,4949744187080704,"[{""eID"":""5654337061650432"",""topicIdx"":""49"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""49-20-wordcloud-1-short""],""worst"":[""49-20-histogram-0-short""],""duration"":6.699,""memo"":""dummy""},{""eID"":""4991336650375168"",""topicIdx"":""34"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""34-10-wordcloud-0-short"",""34-10-topic-in-a-box-0-short""],""worst"":[""34-10-word-0-short""],""duration"":4.544,""memo"":""real""},{""eID"":""6218311901642752"",""topicIdx"":""37"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""37-10-topic-in-a-box-4-short""],""worst"":[""37-10-word-1-short""],""duration"":4.638,""memo"":""real""},{""eID"":""5952498791612416"",""topicIdx"":""9"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""9-5-histogram-4-short""],""worst"":[""algorithm""],""duration"":455.13,""memo"":""real""},{""eID"":""6269267930513408"",""topicIdx"":""18"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""18-10-wordcloud-3-long""],""worst"":[""18-10-word-1-long""],""duration"":6.643,""memo"":""real""}]"
0XCCRPDD,4952700198322176,"[{""eID"":""6520260182147072"",""topicIdx"":""45"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""45-10-histogram-3-short""],""worst"":[""45-10-topic-in-a-box-3-short""],""duration"":75.437,""memo"":""dummy""},{""eID"":""5768205234601984"",""topicIdx"":""38"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""38-10-word-1-long""],""worst"":[""38-10-histogram-1-long""],""duration"":61.718,""memo"":""real""},{""eID"":""6385869044842496"",""topicIdx"":""49"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""49-10-topic-in-a-box-2-short""],""worst"":[""49-10-word-2-short""],""duration"":75.609,""memo"":""real""},{""eID"":""6738674838405120"",""topicIdx"":""20"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""20-10-wordcloud-1-short""],""worst"":[""20-10-word-1-short""],""duration"":43.672,""memo"":""real""},{""eID"":""5598806355738624"",""topicIdx"":""36"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""36-20-topic-in-a-box-1-short""],""duration"":27.503,""memo"":""real""}]"
O97X92E8,4978494161289216,"[{""eID"":""6158045457416192"",""topicIdx"":""23"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""23-20-topic-in-a-box-4-long""],""worst"":[""23-20-wordcloud-4-long""],""duration"":6.139,""memo"":""real""},{""eID"":""6199569201233920"",""topicIdx"":""11"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""11-10-wordcloud-2-short""],""worst"":[""11-10-word-2-short""],""duration"":11.024,""memo"":""dummy""},{""eID"":""6314823306444800"",""topicIdx"":""8"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""8-10-topic-in-a-box-0-long""],""worst"":[""8-10-wordcloud-0-long""],""duration"":7.056,""memo"":""real""},{""eID"":""5452806190268416"",""topicIdx"":""44"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""44-5-wordcloud-3-short""],""worst"":[""algorithm""],""duration"":8.626,""memo"":""real""},{""eID"":""5408943568322560"",""topicIdx"":""14"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""14-5-word-2-short""],""duration"":7.782,""memo"":""real""}]"
KA12TOI8,4983793345626112,"[{""eID"":""5793360589619200"",""topicIdx"":""33"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""33-5-histogram-3-short""],""worst"":[""33-5-word-3-short""],""duration"":445.744,""memo"":""dummy""},{""eID"":""6062863344992256"",""topicIdx"":""19"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""19-20-wordcloud-0-short""],""worst"":[""19-20-word-0-short""],""duration"":297.322,""memo"":""real""},{""eID"":""5989613483065344"",""topicIdx"":""42"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""42-10-wordcloud-4-short""],""worst"":[""42-10-histogram-4-short""],""duration"":113.239,""memo"":""real""},{""eID"":""4856629296103424"",""topicIdx"":""28"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""28-5-wordcloud-2-short""],""worst"":[""28-5-histogram-2-short""],""duration"":110.557,""memo"":""real""},{""eID"":""4747858444025856"",""topicIdx"":""13"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""13-10-wordcloud-3-short""],""worst"":[""13-10-histogram-3-short""],""duration"":97.036,""memo"":""real""}]"
QIH9LRJ5,5010028884918272,"[{""eID"":""5338737496031232"",""topicIdx"":""41"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""41-20-topic-in-a-box-1-short""],""worst"":[""41-20-histogram-4-short""],""duration"":92.252,""memo"":""dummy""},{""eID"":""5505700591566848"",""topicIdx"":""2"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""2-10-topic-in-a-box-4-long""],""worst"":[""2-10-wordcloud-3-long""],""duration"":42.395,""memo"":""real""},{""eID"":""5083650798387200"",""topicIdx"":""49"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""49-20-topic-in-a-box-1-short""],""worst"":[""49-20-word-3-short""],""duration"":64.639,""memo"":""real""},{""eID"":""5729229211697152"",""topicIdx"":""28"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""28-5-topic-in-a-box-3-long""],""worst"":[""28-5-histogram-1-long""],""duration"":64.688,""memo"":""real""},{""eID"":""5402338713927680"",""topicIdx"":""17"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""17-10-word-0-short""],""worst"":[""algorithm""],""duration"":30.744,""memo"":""real""}]"
UMUIFJX1,5016091499692032,"[{""eID"":""5744348570320896"",""topicIdx"":""24"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""24-20-wordcloud-4-short""],""worst"":[""24-20-word-4-short""],""duration"":5.14,""memo"":""dummy""},{""eID"":""5127468591611904"",""topicIdx"":""10"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""10-5-word-2-short"",""algorithm""],""worst"":[""10-5-wordcloud-2-short""],""duration"":7.261,""memo"":""real""},{""eID"":""6437968608755712"",""topicIdx"":""49"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""49-5-wordcloud-2-long""],""worst"":[""49-5-topic-in-a-box-2-long""],""duration"":7.572,""memo"":""real""},{""eID"":""6123266691301376"",""topicIdx"":""37"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""37-5-histogram-1-short"",""37-5-wordcloud-1-short"",""37-5-topic-in-a-box-1-short""],""worst"":[""37-5-word-1-short""],""duration"":9.501,""memo"":""real""},{""eID"":""5554286603796480"",""topicIdx"":""36"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""36-5-histogram-4-short""],""worst"":[""36-5-word-4-short""],""duration"":9.55,""memo"":""real""}]"
5FKWZWPS,5020892736258048,"[{""eID"":""6332415492489216"",""topicIdx"":""20"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""20-5-word-3-long""],""worst"":[""20-5-wordcloud-0-long""],""duration"":31.849,""memo"":""real""},{""eID"":""6666784870498304"",""topicIdx"":""37"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""37-20-wordcloud-4-long""],""worst"":[""37-20-word-2-long""],""duration"":28.267,""memo"":""real""},{""eID"":""6410801061560320"",""topicIdx"":""13"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""13-5-histogram-3-short""],""worst"":[""13-5-word-2-short""],""duration"":15.206,""memo"":""dummy""},{""eID"":""6235904087687168"",""topicIdx"":""3"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""3-5-word-0-short"",""3-5-wordcloud-2-short""],""worst"":[""3-5-topic-in-a-box-3-short""],""duration"":7.919,""memo"":""real""},{""eID"":""6276666280116224"",""topicIdx"":""41"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""41-10-word-1-short""],""worst"":[""41-10-topic-in-a-box-4-short""],""duration"":27.501,""memo"":""real""}]"
YOAJB35U,5024924368371712,"[{""eID"":""5746203996192768"",""topicIdx"":""5"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""5-20-histogram-0-long""],""worst"":[""5-20-topic-in-a-box-2-long""],""duration"":44.53,""memo"":""real""},{""eID"":""6276819019890688"",""topicIdx"":""38"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""38-10-wordcloud-1-short""],""worst"":[""38-10-word-4-short""],""duration"":10.803,""memo"":""dummy""},{""eID"":""5830022162022400"",""topicIdx"":""40"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""40-10-word-1-long""],""worst"":[""40-10-histogram-2-long""],""duration"":21.319,""memo"":""real""},{""eID"":""5784085070872576"",""topicIdx"":""30"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""30-20-topic-in-a-box-0-short""],""worst"":[""algorithm""],""duration"":15.602,""memo"":""real""},{""eID"":""5757849531580416"",""topicIdx"":""2"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""2-5-wordcloud-0-short""],""worst"":[""2-5-word-3-short"",""2-5-histogram-4-short"",""2-5-topic-in-a-box-1-short""],""duration"":15.543,""memo"":""real""}]"
3TVVES24,5030593725202432,"[{""eID"":""5988462968700928"",""topicIdx"":""29"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""29-10-wordcloud-1-long""],""worst"":[""29-10-topic-in-a-box-1-long""],""duration"":145.109,""memo"":""real""},{""eID"":""5792881163894784"",""topicIdx"":""17"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""17-5-word-0-long""],""worst"":[""17-5-topic-in-a-box-0-long""],""duration"":158.148,""memo"":""real""},{""eID"":""5679553083080704"",""topicIdx"":""9"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""bad_41""],""worst"":[""9-5-topic-in-a-box-0-short""],""duration"":200.416,""memo"":""dummy""},{""eID"":""6139578440220672"",""topicIdx"":""35"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""35-10-word-2-long""],""worst"":[""35-10-topic-in-a-box-2-long""],""duration"":57.531,""memo"":""real""},{""eID"":""5850269443162112"",""topicIdx"":""46"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""46-5-histogram-4-long""],""worst"":[""46-5-wordcloud-4-long""],""duration"":213.292,""memo"":""real""}]"
CH8GB556,5045196614008832,"[{""eID"":""5661960897036288"",""topicIdx"":""41"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""41-20-histogram-2-long""],""worst"":[""41-20-wordcloud-2-long""],""duration"":55.953,""memo"":""real""},{""eID"":""6634572615778304"",""topicIdx"":""39"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""39-20-word-1-long""],""worst"":[""39-20-topic-in-a-box-1-long""],""duration"":49.519,""memo"":""real""},{""eID"":""5652296415313920"",""topicIdx"":""7"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""7-20-word-4-long""],""worst"":[""7-20-topic-in-a-box-4-long""],""duration"":43.53,""memo"":""real""},{""eID"":""5776576931168256"",""topicIdx"":""33"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""33-5-wordcloud-1-short""],""worst"":[""33-5-histogram-1-short""],""duration"":141.347,""memo"":""dummy""},{""eID"":""6134424479465472"",""topicIdx"":""21"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""21-20-topic-in-a-box-0-long""],""worst"":[""21-20-word-0-long""],""duration"":52.729,""memo"":""real""}]"
EZ8698TJ,5048303754412032,"[{""eID"":""5499378668142592"",""topicIdx"":""32"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""32-5-histogram-1-long""],""worst"":[""32-5-topic-in-a-box-3-long""],""duration"":104.879,""memo"":""real""},{""eID"":""5836844986007552"",""topicIdx"":""43"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""43-5-word-2-long""],""worst"":[""43-5-wordcloud-4-long""],""duration"":18.147,""memo"":""real""},{""eID"":""5332750848491520"",""topicIdx"":""33"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""33-10-topic-in-a-box-1-short""],""worst"":[""33-10-wordcloud-0-short""],""duration"":8.373,""memo"":""dummy""},{""eID"":""5658860467519488"",""topicIdx"":""15"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""15-20-word-4-long""],""worst"":[""15-20-wordcloud-1-long""],""duration"":4.918,""memo"":""real""},{""eID"":""5131094886187008"",""topicIdx"":""44"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""44-20-histogram-2-short""],""duration"":16.075,""memo"":""real""}]"
JD93MHLC,5071447454121984,"[{""eID"":""5282259481395200"",""topicIdx"":""6"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""6-10-wordcloud-0-short""],""worst"":[""6-10-histogram-4-short""],""duration"":8.529,""memo"":""dummy""},{""eID"":""6410005418868736"",""topicIdx"":""27"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""27-10-wordcloud-4-long""],""worst"":[""27-10-word-2-long""],""duration"":6.095,""memo"":""real""},{""eID"":""6211227621523456"",""topicIdx"":""22"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""22-20-wordcloud-4-long""],""worst"":[""22-20-word-2-long""],""duration"":9.202,""memo"":""real""},{""eID"":""5719315085000704"",""topicIdx"":""29"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""29-10-topic-in-a-box-4-short""],""worst"":[""29-10-wordcloud-3-short""],""duration"":10.383,""memo"":""real""},{""eID"":""6231448327553024"",""topicIdx"":""26"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""26-5-wordcloud-1-long""],""worst"":[""26-5-topic-in-a-box-2-long""],""duration"":15.904,""memo"":""real""}]"
9LG3ZJ2A,5072999279493120,"[{""eID"":""6467070233411584"",""topicIdx"":""19"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""19-5-word-1-long""],""worst"":[""19-5-histogram-1-long""],""duration"":50.857,""memo"":""real""},{""eID"":""6186500689494016"",""topicIdx"":""36"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""36-10-histogram-2-short""],""worst"":[""36-10-topic-in-a-box-2-short""],""duration"":9.647,""memo"":""dummy""},{""eID"":""6580257922482176"",""topicIdx"":""17"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""17-5-wordcloud-0-short""],""worst"":[""17-5-word-0-short""],""duration"":6.478,""memo"":""real""},{""eID"":""6034428245573632"",""topicIdx"":""46"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""46-20-histogram-4-short""],""worst"":[""46-20-topic-in-a-box-4-short""],""duration"":22.357,""memo"":""real""},{""eID"":""6588773500452864"",""topicIdx"":""30"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""30-20-histogram-4-short""],""worst"":[""30-20-wordcloud-4-short""],""duration"":6.48,""memo"":""real""}]"
I8GA3SHZ,5091387108229120,"[{""eID"":""5267579820048384"",""topicIdx"":""6"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""6-20-topic-in-a-box-4-short""],""worst"":[""6-20-histogram-2-short""],""duration"":9.85,""memo"":""dummy""},{""eID"":""5739656318550016"",""topicIdx"":""28"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""28-20-histogram-4-long""],""worst"":[""28-20-wordcloud-0-long""],""duration"":7.997,""memo"":""real""},{""eID"":""5471075370532864"",""topicIdx"":""5"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""5-20-topic-in-a-box-1-long""],""worst"":[""5-20-histogram-4-long""],""duration"":8.263,""memo"":""real""},{""eID"":""5274932804059136"",""topicIdx"":""31"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""31-20-topic-in-a-box-3-long""],""worst"":[""31-20-histogram-1-long""],""duration"":29.637,""memo"":""real""},{""eID"":""5286968376164352"",""topicIdx"":""27"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""27-20-word-3-short""],""worst"":[""algorithm""],""duration"":24.575,""memo"":""real""}]"
XU4IALQY,5097662860754944,"[{""eID"":""5806688141574144"",""topicIdx"":""39"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""39-5-topic-in-a-box-1-long""],""worst"":[""39-5-wordcloud-0-long""],""duration"":83.592,""memo"":""real""},{""eID"":""5282259481395200"",""topicIdx"":""6"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""6-10-wordcloud-0-short""],""worst"":[""6-10-word-3-short""],""duration"":80.558,""memo"":""dummy""},{""eID"":""5492025684131840"",""topicIdx"":""12"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""12-5-histogram-4-long""],""worst"":[""12-5-word-3-long""],""duration"":36.156,""memo"":""real""},{""eID"":""6006055154745344"",""topicIdx"":""44"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""44-20-histogram-3-long""],""worst"":[""44-20-wordcloud-4-long""],""duration"":40.636,""memo"":""real""},{""eID"":""5422207769509888"",""topicIdx"":""9"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""9-20-histogram-2-short"",""9-20-wordcloud-3-short""],""duration"":28.943,""memo"":""real""}]"
OTREAS63,5107299425189888,"[{""eID"":""6499821774962688"",""topicIdx"":""42"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""42-10-word-1-short"",""42-10-histogram-1-short""],""worst"":[""42-10-wordcloud-1-short""],""duration"":34.143,""memo"":""dummy""},{""eID"":""5737371127513088"",""topicIdx"":""9"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""9-20-histogram-4-short"",""9-20-wordcloud-4-short""],""worst"":[""algorithm""],""duration"":43.192,""memo"":""real""},{""eID"":""6506385827168256"",""topicIdx"":""47"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""47-20-histogram-2-short""],""worst"":[""47-20-wordcloud-2-short""],""duration"":44.093,""memo"":""real""},{""eID"":""6421664376029184"",""topicIdx"":""19"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""19-5-topic-in-a-box-3-short""],""worst"":[""19-5-word-3-short""],""duration"":23.716,""memo"":""real""},{""eID"":""5257340618014720"",""topicIdx"":""18"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""18-20-topic-in-a-box-4-short""],""worst"":[""18-20-histogram-4-short""],""duration"":53.18,""memo"":""real""}]"
KLG2KZBP,5112350575165440,"[{""eID"":""5162815635587072"",""topicIdx"":""0"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""0-20-wordcloud-4-short""],""worst"":[""0-20-word-2-short""],""duration"":127.272,""memo"":""dummy""},{""eID"":""5316654653243392"",""topicIdx"":""49"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""49-5-word-0-short""],""worst"":[""49-5-topic-in-a-box-3-short""],""duration"":24.418,""memo"":""real""},{""eID"":""5414632520941568"",""topicIdx"":""40"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""40-5-wordcloud-4-long""],""worst"":[""40-5-word-2-long""],""duration"":8.695,""memo"":""real""},{""eID"":""5528550086017024"",""topicIdx"":""25"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""25-20-topic-in-a-box-1-long""],""worst"":[""25-20-histogram-4-long""],""duration"":5.861,""memo"":""real""},{""eID"":""5454763621613568"",""topicIdx"":""12"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""12-5-topic-in-a-box-4-short""],""worst"":[""12-5-histogram-2-short""],""duration"":6.173,""memo"":""real""}]"
IHK6OWVD,5126842331693056,"[{""eID"":""6330404374052864"",""topicIdx"":""29"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""29-10-histogram-4-short""],""worst"":[""29-10-topic-in-a-box-4-short""],""duration"":65.857,""memo"":""dummy""},{""eID"":""6609817766461440"",""topicIdx"":""45"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""45-5-histogram-3-long""],""worst"":[""45-5-topic-in-a-box-3-long""],""duration"":38.15,""memo"":""real""},{""eID"":""6440560621518848"",""topicIdx"":""3"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""3-10-wordcloud-0-short""],""worst"":[""3-10-histogram-0-short""],""duration"":15.781,""memo"":""real""},{""eID"":""6380715084087296"",""topicIdx"":""35"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""35-10-histogram-4-long""],""worst"":[""35-10-topic-in-a-box-4-long""],""duration"":29.77,""memo"":""real""},{""eID"":""5993686991110144"",""topicIdx"":""13"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""13-20-topic-in-a-box-1-short""],""worst"":[""13-20-wordcloud-1-short""],""duration"":14.938,""memo"":""real""}]"
OE8BHATA,5137796108910592,"[{""eID"":""4673698049032192"",""topicIdx"":""20"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""20-20-topic-in-a-box-2-long""],""worst"":[""20-20-wordcloud-1-long""],""duration"":29.503,""memo"":""real""},{""eID"":""4658890075537408"",""topicIdx"":""18"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""18-5-word-0-short"",""18-5-wordcloud-2-short""],""worst"":[""18-5-histogram-1-short""],""duration"":197.594,""memo"":""dummy""},{""eID"":""4844859743535104"",""topicIdx"":""35"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""35-20-topic-in-a-box-4-long""],""worst"":[""35-20-wordcloud-3-long""],""duration"":11.661,""memo"":""real""},{""eID"":""4753704699822080"",""topicIdx"":""47"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""47-5-topic-in-a-box-3-short""],""worst"":[""47-5-wordcloud-2-short""],""duration"":10.858,""memo"":""real""},{""eID"":""4593415178158080"",""topicIdx"":""28"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""28-10-word-1-long""],""worst"":[""28-10-wordcloud-3-long""],""duration"":24.42,""memo"":""real""}]"
GUFSYN86,5141143767482368,"[{""eID"":""5753161306341376"",""topicIdx"":""41"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""41-5-histogram-1-long""],""worst"":[""41-5-wordcloud-1-long""],""duration"":45.013,""memo"":""real""},{""eID"":""6074835566329856"",""topicIdx"":""37"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""37-5-wordcloud-2-short""],""worst"":[""37-5-histogram-2-short""],""duration"":5.115,""memo"":""dummy""},{""eID"":""6637458833801216"",""topicIdx"":""21"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""21-20-histogram-3-short""],""worst"":[""21-20-word-3-short""],""duration"":3.596,""memo"":""real""},{""eID"":""5554286603796480"",""topicIdx"":""36"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""36-5-topic-in-a-box-4-short""],""duration"":2.684,""memo"":""real""},{""eID"":""5382437446090752"",""topicIdx"":""27"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""27-5-histogram-4-short""],""worst"":[""algorithm""],""duration"":3,""memo"":""real""}]"
